2;24;20;1;2;2;4;3;5;1;0
2;24;20;1;2;2;4;3;5;1;11
2;24;20;1;2;2;4;3;5;1;9
2;24;20;1;2;2;4;3;5;1;12
2;24;20;1;2;2;4;3;5;1;6
2;33;6;2;4;3;4;4;2;1;2
2;33;6;2;4;3;4;4;2;1;9
2;33;6;2;4;3;4;4;2;1;3
2;33;6;2;4;3;4;4;2;1;8
2;28;71;1;4;2;4;1;2;1;4
2;28;71;1;4;2;4;1;2;1;6
2;28;71;1;4;2;4;1;2;1;11
2;28;71;1;4;2;4;1;2;1;9
2;28;71;1;4;2;4;1;2;1;0
2;28;71;1;4;2;4;1;2;1;12
2;28;71;1;4;2;4;1;2;1;5
2;28;71;1;4;2;4;1;2;1;3
2;33;72;1;3;1;6;3;2;2;0
2;33;72;1;3;1;6;3;2;2;4
2;33;72;1;3;1;6;3;2;2;12
2;34;73;3;5;5;4;3;6;1;0
2;34;73;3;5;5;4;3;6;1;2
2;34;73;3;5;5;4;3;6;1;12
2;29;74;1;4;2;4;3;2;1;4
2;29;74;1;4;2;4;3;2;1;8
2;29;74;1;4;2;4;3;2;1;9
2;29;74;1;4;2;4;3;2;1;12
2;29;74;1;4;2;4;3;2;1;0
2;29;74;1;4;2;4;3;2;1;7
2;29;74;1;4;2;4;3;2;1;10
2;24;75;1;1;1;4;3;2;6;0
2;24;75;1;1;1;4;3;2;6;3
2;24;75;1;1;1;4;3;2;6;4
2;58;2;1;4;4;4;4;2;1;5
2;58;2;1;4;4;4;4;2;1;12
2;43;76;1;1;1;4;6;2;1;0
2;43;76;1;1;1;4;6;2;1;9
2;43;76;1;1;1;4;6;2;1;5
2;43;76;1;1;1;4;6;2;1;12
2;43;76;1;1;1;4;6;2;1;3
2;35;29;1;2;4;4;3;2;1;12
2;35;29;1;2;4;4;3;2;1;2
2;35;29;1;2;4;4;3;2;1;1
1;40;77;1;2;3;4;4;1;1;0
1;40;77;1;2;3;4;4;1;1;9
1;40;77;1;2;3;4;4;1;1;12
1;40;77;1;2;3;4;4;1;1;6
1;40;77;1;2;3;4;4;1;1;7
1;40;77;1;2;3;4;4;1;1;11
1;40;77;1;2;3;4;4;1;1;4
2;27;78;1;4;4;1;2;2;1;4
2;27;78;1;4;4;1;2;2;1;0
2;27;78;1;4;4;1;2;2;1;9
2;27;78;1;4;4;1;2;2;1;8
2;27;78;1;4;4;1;2;2;1;6
2;27;78;1;4;4;1;2;2;1;7
2;27;78;1;4;4;1;2;2;1;12
2;27;21;1;4;4;4;6;2;5;2
2;27;21;1;4;4;4;6;2;5;0
2;27;21;1;4;4;4;6;2;5;4
2;27;21;1;4;4;4;6;2;5;6
2;27;21;1;4;4;4;6;2;5;12
2;27;21;1;4;4;4;6;2;5;9
1;27;68;1;3;2;4;3;6;1;0
1;27;68;1;3;2;4;3;6;1;9
1;27;68;1;3;2;4;3;6;1;8
1;27;68;1;3;2;4;3;6;1;11
2;29;1;1;4;4;4;3;2;6;9
2;29;1;1;4;4;4;3;2;6;12
2;29;1;1;4;4;4;3;2;6;3
1;27;24;1;1;2;6;3;6;5;3
1;27;24;1;1;2;6;3;6;5;9
1;27;24;1;1;2;6;3;6;5;0
1;27;24;1;1;2;6;3;6;5;7
1;27;24;1;1;2;6;3;6;5;12
1;27;24;1;1;2;6;3;6;5;1
2;29;79;3;5;5;4;3;2;1;9
2;29;79;3;5;5;4;3;2;1;12
2;29;79;3;5;5;4;3;2;1;0
2;29;79;3;5;5;4;3;2;1;8
2;29;79;3;5;5;4;3;2;1;7
2;29;79;3;5;5;4;3;2;1;4
2;29;79;3;5;5;4;3;2;1;2
2;29;79;3;5;5;4;3;2;1;3
1;30;1;1;4;2;1;4;5;6;9
1;30;1;1;4;2;1;4;5;6;2
1;30;1;1;4;2;1;4;5;6;1
1;30;1;1;4;2;1;4;5;6;0
1;30;1;1;4;2;1;4;5;6;8
1;30;1;1;4;2;1;4;5;6;12
1;30;1;1;4;2;1;4;5;6;11
2;27;52;1;1;2;1;6;2;6;9
2;27;52;1;1;2;1;6;2;6;0
2;27;52;1;1;2;1;6;2;6;12
2;24;18;3;2;1;2;3;2;1;0
2;24;18;3;2;1;2;3;2;1;12
2;24;18;3;2;1;2;3;2;1;4
2;24;18;3;2;1;2;3;2;1;3
2;45;80;3;2;2;4;7;6;6;12
2;45;80;3;2;2;4;7;6;6;3
2;45;80;3;2;2;4;7;6;6;9
2;45;80;3;2;2;4;7;6;6;6
2;45;80;3;2;2;4;7;6;6;1
1;36;81;1;3;4;4;3;2;6;3
1;36;81;1;3;4;4;3;2;6;9
2;30;82;2;4;4;1;3;2;1;4
2;30;82;2;4;4;1;3;2;1;12
2;31;11;1;4;1;4;3;2;6;11
2;31;11;1;4;1;4;3;2;6;8
2;31;11;1;4;1;4;3;2;6;9
2;31;11;1;4;1;4;3;2;6;0
2;31;11;1;4;1;4;3;2;6;12
2;36;83;1;1;1;4;6;6;5;11
2;36;83;1;1;1;4;6;6;5;9
2;36;83;1;1;1;4;6;6;5;0
2;36;83;1;1;1;4;6;6;5;12
2;36;83;1;1;1;4;6;6;5;10
2;36;83;1;1;1;4;6;6;5;2
2;27;84;1;1;1;1;3;2;1;0
2;27;84;1;1;1;1;3;2;1;9
2;27;84;1;1;1;1;3;2;1;3
2;27;84;1;1;1;1;3;2;1;8
2;27;84;1;1;1;1;3;2;1;6
2;27;84;1;1;1;1;3;2;1;1
2;27;84;1;1;1;1;3;2;1;12
2;21;1;1;3;3;1;3;2;6;9
2;21;1;1;3;3;1;3;2;6;0
2;21;1;1;3;3;1;3;2;6;3
2;21;1;1;3;3;1;3;2;6;12
2;21;1;1;3;3;1;3;2;6;1
2;21;1;1;3;3;1;3;2;6;10
2;21;1;1;3;3;1;3;2;6;8
2;21;1;1;3;3;1;3;2;6;6
1;56;85;1;2;2;4;3;5;1;12
2;37;12;3;4;2;1;3;6;6;0
2;30;86;1;3;1;4;7;2;1;9
2;30;86;1;3;1;4;7;2;1;8
2;30;86;1;3;1;4;7;2;1;0
2;27;87;3;4;2;4;3;2;1;0
2;27;87;3;4;2;4;3;2;1;3
2;27;87;3;4;2;4;3;2;1;4
2;27;87;3;4;2;4;3;2;1;9
2;27;87;3;4;2;4;3;2;1;7
2;27;87;3;4;2;4;3;2;1;11
2;27;87;3;4;2;4;3;2;1;12
2;27;87;3;4;2;4;3;2;1;8
2;27;87;3;4;2;4;3;2;1;6
2;27;87;3;4;2;4;3;2;1;2
2;26;88;1;5;3;1;3;6;6;4
2;26;88;1;5;3;1;3;6;6;0
2;26;88;1;5;3;1;3;6;6;9
2;26;88;1;5;3;1;3;6;6;8
2;26;88;1;5;3;1;3;6;6;3
2;26;88;1;5;3;1;3;6;6;12
2;27;89;3;5;5;7;7;6;1;8
2;27;89;3;5;5;7;7;6;1;9
2;27;89;3;5;5;7;7;6;1;3
1;42;90;1;3;1;4;3;2;1;9
2;29;30;1;4;4;0;3;5;1;2
2;29;30;1;4;4;0;3;5;1;5
2;29;30;1;4;4;0;3;5;1;0
2;29;30;1;4;4;0;3;5;1;4
2;29;30;1;4;4;0;3;5;1;8
2;29;30;1;4;4;0;3;5;1;6
2;29;30;1;4;4;0;3;5;1;7
2;0;23;1;2;4;4;4;2;6;4
2;28;14;1;1;1;0;4;2;6;0
2;28;14;1;1;1;0;4;2;6;12
2;102;24;1;5;5;0;4;4;8;9
2;102;24;1;5;5;0;4;4;8;8
2;102;24;1;5;5;0;4;4;8;0
2;102;24;1;5;5;0;4;4;8;12
2;32;2;1;3;4;0;3;2;1;3
2;0;91;1;5;1;4;1;3;2;6
2;0;91;1;5;1;4;1;3;2;4
2;0;91;1;5;1;4;1;3;2;9
2;0;91;1;5;1;4;1;3;2;3
2;0;91;1;5;1;4;1;3;2;0
2;0;91;1;5;1;4;1;3;2;12
2;0;91;1;5;1;4;1;3;2;5
2;0;83;1;4;1;4;5;2;1;2
2;0;83;1;4;1;4;5;2;1;12
2;0;83;1;4;1;4;5;2;1;1
2;0;83;1;4;1;4;5;2;1;8
2;0;92;4;3;2;1;3;6;1;3
2;0;92;4;3;2;1;3;6;1;12
2;0;92;4;3;2;1;3;6;1;1
2;0;92;4;3;2;1;3;6;1;9
2;45;14;1;3;0;4;8;2;1;0
2;45;14;1;3;0;4;8;2;1;6
2;45;14;1;3;0;4;8;2;1;12
2;27;35;3;4;4;1;0;6;4;9
2;27;35;3;4;4;1;0;6;4;0
2;27;35;3;4;4;1;0;6;4;6
2;0;14;1;4;4;4;3;2;1;5
2;0;14;1;4;4;4;3;2;1;4
2;0;14;1;4;4;4;3;2;1;0
2;0;14;1;4;4;4;3;2;1;6
2;0;14;1;4;4;4;3;2;1;11
2;0;14;1;4;4;4;3;2;1;1
2;0;14;1;4;4;4;3;2;1;3
2;0;14;1;4;4;4;3;2;1;8
2;0;14;1;4;4;4;3;2;1;9
2;0;14;1;4;4;4;3;2;1;2
2;0;14;1;4;4;4;3;2;1;7
1;0;93;1;3;2;4;5;2;1;11
1;0;93;1;3;2;4;5;2;1;9
1;0;93;1;3;2;4;5;2;1;5
1;0;93;1;3;2;4;5;2;1;1
